id,title,alias,category_id,category_title,detail_url,content_text,publish_time_iso,updated_time_iso
2115,Vị trí dự án Vinhomes Green Paradise?,vi-tri-du-an-vinhomes-green-paradise,145,,https://market.vinhomes.vn/blog/vi-tri-du-an-vinhomes-green-paradise,"Vinhomes Green Paradise nằm tại Xã Long Hòa và thị trấn Cần Thạnh, huyện Cần Giờ, TP.HCM",2025-09-26T03:56:32.448000+00:00,2025-09-26T03:56:36.209000+00:00
2113,Quy mô Vinhomes Green Paradise bao nhiêu hecta & bao gồm bao nhiêu khu?,quy-mo-vinhomes-green-paradise-bao-nhieu-hecta-bao-gom-bao-nhieu-khu,145,,https://market.vinhomes.vn/blog/quy-mo-vinhomes-green-paradise-bao-nhieu-hecta-bao-gom-bao-nhieu-khu,Vinhomes Green Paradise quy mô gần 3000 ha gồm 4 khu: The Heaven Bay - Vịnh Tiên: Thiên đường Vui chơi - Giải trí - Thể thao - Nghỉ dưỡng The Green Bay - Vịnh Ngọc: Thành phố Sức khỏe - Xanh - Sinh thái The Grand Island - Đảo Mặt trời: Hòn đảo Lễ hội biển nhiệt đới The Paradise - Mũi danh vọng: Thành phố Cảng - Tài chính - Công nghệ - Trí tuệ Quốc tế,2025-09-25T07:11:24.155000+00:00,2025-09-25T07:11:24.155000+00:00
2003,Các nhóm tiện ích chính của Vinhomes Green City là gì?,cac-nhom-tien-ich-chinh-cua-vinhomes-green-city-la-gi,143,,https://market.vinhomes.vn/blog/cac-nhom-tien-ich-chinh-cua-vinhomes-green-city-la-gi,"- 07 Hồ Cảnh quan bố trí khắp các khu của dự án: Quy mô 169.716m2 mặt nước (16,9 hecta) - 08 quỹ đất giáo dục. - 01 Trung tâm thương mại - 12 Tổ hợp công viên chủ đề & nội khu: Quy mô 297,030m2 (29,7hecta) - Tổng cây xanh và mặt nước dự án là 39,65 ha - 122 tổ hợp các tiện ích bố trí khắp dự án để phục vụ cư dân (sân bóng đá, sân bóng rổ, hồ bơi, gym, kidzone, BBQ, Sân pickleball...vv) - 02 Phố thương mại, ẩm thực kiến trúc đặc biệt kiểu Nhật bản & Trung Quốc. - Khu Shophouse TMDV khối đế cao tầng - 01 công viên nước trên hồ Swanlake - Hệ thống chuỗi ShopVillas ven hồ - ven các công viên trung tâm.",2025-08-29T02:50:01.969000+00:00,2025-08-29T02:50:01.969000+00:00
2002,Thông tin về diện tích đất - diện tích sàn xây dựng (loại sản phẩm điển hình) Vinhomes Green City,thong-tin-ve-dien-tich-dat-dien-tich-san-xay-dung-loai-san-pham-dien-hinh-vinhomes-green-city,143,,https://market.vinhomes.vn/blog/thong-tin-ve-dien-tich-dat-dien-tich-san-xay-dung-loai-san-pham-dien-hinh-vinhomes-green-city,a. Sản phẩm nhà phố và shophouse: - Loại DT đất 60m2 - Sàn XD: 173 m2 - Loại DT đất 75m2 - Sàn XD: 230m2 - Loại DT đất 90m2 - Sàn XD: 274m2 - Loại DT đất 120m2 - Sàn XD: 338m2 - Loại DT đất 150m2 - 262m2 b. Sản phẩm Biệt thự: - Loại DT đất 150m2 - 262m2 - Loại DT đất 250m2 - 400m2 - Từ trên 250m2 - Tùy theo từng vị trí.,2025-08-29T02:47:25.111000+00:00,2025-08-29T02:48:00.680000+00:00
2001,Quy mô - Tỷ trọng cơ cấu căn bán Vinhomes Green City như thế nào?,quy-mo-ty-trong-co-cau-can-ban-nhu-the-nao,143,,https://market.vinhomes.vn/blog/quy-mo-ty-trong-co-cau-can-ban-nhu-the-nao,- Nhà phố liền kề và Shophouse chiếm 91.3% - 4176 căn. - Biệt thự chiếm 8.7% - 396 căn.,2025-08-29T02:46:13.962000+00:00,2025-08-29T02:47:47.975000+00:00
2000,Tổng số căn Vinhomes Green City là bao nhiêu?,tong-so-san-pham-vinhomes-green-city-la-bao-nhieu,143,,https://market.vinhomes.vn/blog/tong-so-san-pham-vinhomes-green-city-la-bao-nhieu,Tổng số lượng căn là 4572 căn trong đó: - Khu 1 - The Liberty : Cập nhật sau - Khu 2 - The Swan Lake: 1435 căn - Khu 3 - The Island: 199 căn - Khu 4 - The Fores: 2531 căn - Khu 5 - The Sunrise: 407 căn,2025-08-29T02:40:25.370000+00:00,2025-08-29T02:43:10.022000+00:00
1999,Quy mô Vinhomes Green City bao nhiêu hecta & bao gồm bao nhiêu khu?,quy-mo-du-an-bao-nhieu-hecta-bao-gom-bao-nhieu-khu,143,,https://market.vinhomes.vn/blog/quy-mo-du-an-bao-nhieu-hecta-bao-gom-bao-nhieu-khu,"Dự án quy mô 197,2 hecta, trong đó bao gồm 5 khu: - Khu 1: The Liberty - Quy hoạch khu cao tầng và TTTM. - Khu 2: The Swan Lake (Thấp tầng) - Khu 3: The Island (Thấp tầng) - Khu 4: The Forest (Thấp tầng) - Khu 5: The Sunrise (Thấp tầng)",2025-08-29T02:38:35.481000+00:00,2025-08-29T02:41:19.335000+00:00
1968,Khu Mặt trời có những tiện ích nổi bật nào?,khu-mat-troi-co-nhung-tien-ich-noi-bat-nao,142,,https://market.vinhomes.vn/blog/khu-mat-troi-co-nhung-tien-ich-noi-bat-nao,"Tại thành phố Hoàng Kim, khu Mặt Trời mang đến một chuẩn mực sống mới, nơi mỗi tiện ích đều đẳng cấp - trendy – độc đáo: - Colorful Sportia Park 2.6ha – công viên thể thao rực rỡ cảm hứng với hoạ tiết nghệ thuật Keith Haring & Matisse - khơi nguồn năng lượng trẻ trung mỗi ngày. - Discovery Forest 1,2ha nằm dưới tán cây xanh mát - không gian rèn luyện thể chất toàn diện cho cả gia đình. - Pickleball Park 1.2ha – tổ hợp thể thao trendy và thời thượng, điểm hẹn mới của cộng đồng yêu vận động. - Green Motion 1.9ha – công viên gắn kết với sân thể thao, vườn BBQ, không gian cắm trại cho cả nhà thư giãn cuối tuần. - Dining Park 1.2ha – thưởng thức ẩm thực trong không gian cực chill giữa thiên nhiên cùng gia đình – bạn bè.",2025-07-29T01:17:53.097000+00:00,2025-07-29T01:17:53.097000+00:00
1967,Khu Ánh Sao có quy mô tổng bao nhiêu căn?,khu-anh-sao-co-quy-mo-tong-bao-nhieu-can,,,https://market.vinhomes.vn/blog/khu-anh-sao-co-quy-mo-tong-bao-nhieu-can,Khu Ánh Sao có quy mô tổng 669 căn bao gồm: - 28 biệt thự đơn lập - 641 nhà liền kề,2025-07-28T09:37:28.215000+00:00,2025-07-28T09:37:28.215000+00:00
1966,Khu Ánh Sao có những tiện ích nổi bật nào?,khu-anh-sao-co-nhung-tien-ich-noi-bat-nao,142,,https://market.vinhomes.vn/blog/khu-anh-sao-co-nhung-tien-ich-noi-bat-nao,"Khu Ánh Sao thuộc dự án Vinhomes Golden City có những tiện ích nội khu nổi bật sau: - Quảng trường Golden Gate 20.773,8 m² - Công viên Waterfall Park 12.759,5m² - Tiện ích Adventure Park 18.027,3m² bao gồm những tiện ích như Vườn BBQ, Sân chơi trẻ em, Đồi cây cảnh quan, VƯờn Gym... - Công viên nội khu 7.988,9m² - Công viên nội khu 2.627,3 m² - Công viên nội khu 4.665,2m²",2025-07-28T09:36:30.147000+00:00,2025-07-28T09:36:30.147000+00:00
1965,Khu Thiên Hà bao gồm bao nhiêu sản phẩm?,khu-thien-ha-bao-gom-bao-nhieu-san-pham,142,,https://market.vinhomes.vn/blog/khu-thien-ha-bao-gom-bao-nhieu-san-pham,Khu Thiên Hà có tổng cộng 1288 căn bao gồm: - 136 biệt thự đơn lập - 186 biệt thự song lập - 966 nhà liền kề,2025-07-28T09:22:42.290000+00:00,2025-07-28T09:39:14.906000+00:00
1964,Khu Thiên Hà có những tiện ích nổi bật nào?,khu-thien-ha-co-nhung-tien-ich-noi-bat-nao,142,,https://market.vinhomes.vn/blog/khu-thien-ha-co-nhung-tien-ich-noi-bat-nao,"Khu thiên Hà bao gồm các tiện ích nổi bật sau - Công viên rừng nghệ thuật - Art Forest: 49.606 m² - Công viên rừng nhiệt đới - Tropical Forest: 25.60 m² - Công viên ven kênh - Floating Forest: 11.677 m² - Công viên nội khu: 36.223 m² Mang thiên nhiên tới trước hiên nhà với hơn 12.3ha diện tích cây xanh và mặt nước, chuẩn sống resort giữa lòng phố. Gần 30 tiện ích thời thượng – từ sân Tennis, Pickleball, bể bơi mái kính đến vườn thiền, khu BBQ, camping,… bước ra là tận hưởng!",2025-07-28T09:18:43.875000+00:00,2025-07-28T09:38:58.855000+00:00
1950,Vinhomes Golden City có bao nhiêu công viên sinh thái?,vinhomes-golden-city-co-bao-nhieu-cong-vien-sinh-thai,142,,https://market.vinhomes.vn/blog/vinhomes-golden-city-co-bao-nhieu-cong-vien-sinh-thai,"Vinhomes Golden City có đến g ần 30 công viên sinh thái đan xen khắp các khu, đưa thiên nhiên len lỏi vào từng bước chân cư dân. Đây cũng là một trong những đô thị hiếm hoi có mật độ công viên cây xanh trải dài khắp dự án với tổng diện tích tới 40ha, được thiết kế với chủ đề Rừng sinh thái, đa dạng sinh học điểm nhấn ấn tượng, tạo dựng nên một môi trường sống cân bằng sinh thái bậc nhất tại Hải Phòng.",2025-07-09T01:25:44.709000+00:00,2026-01-08T16:09:50.127000+00:00
1949,Vì sao nói Vinhomes Golden City tiên phong phong cách sống 360 Green-Living tại Hải Phòng?,vi-sao-noi-vinhomes-golden-city-tien-phong-phong-cach-song-360-green-living-tai-hai-phong,142,,https://market.vinhomes.vn/blog/vi-sao-noi-vinhomes-golden-city-tien-phong-phong-cach-song-360-green-living-tai-hai-phong,Phong cách sống 360 Green-Living (Sống Xanh toàn diện) được thiết lập bởi nguyên lý lấy trải nghiệm khách hàng làm trọng tâm và ứng dụng hệ sinh thái xanh với mật độ công viên ấn tượng và cảm hứng thiên nhiên vào 360 độ cuộc sống của cư dân: Green Space: Môi trường sống xanh trong lành Green Healthcare & Healing: Chăm sóc sức khoẻ – chữa lành gốc thiên nhiên Green Education: Giáo dục chất lượng cao giữa khuôn viên sinh thái Green Entertainment: Vui chơi giải trí giữa những đại công viên xanh Green Shopping: Mua sắm kề bên công viên sinh thái,2025-07-09T01:24:09.744000+00:00,2025-07-09T01:24:09.744000+00:00
1948,Địa chỉ chính xác của Vinhomes Golden City là ở đâu?,dia-chi-chinh-xac-cua-vinhomes-golden-city-la-o-dau,117,"Dự án, khu và tiện ích",https://market.vinhomes.vn/blog/dia-chi-chinh-xac-cua-vinhomes-golden-city-la-o-dau,"Vinhomes Golden City nằm tại cửa ngõ phía Đông Nam của Thành phố Hải Phòng, kết nối trực tiếp với các tuyến giao thông huyết mạch như cao tốc Hà Nội – Hải Phòng – Quảng Ninh, chỉ mất 90 phút để đến Thủ đô Hà Nội, 40 phút đến thành phố du lịch Quảng Ninh và các tỉnh thành trong cụm Công nghiệp Bắc Bộ như Hải Dương, Bắc Ninh, Thái Nguyên. Chỉ 10 phút để di chuyển vào trung tâm thành phố, 15 phút đến Cảng biển và các Khu công nghiệp trọng điểm của TP. Hải Phòng. Đây là lợi thế vô cùng lớn để Dự án tạo dựng tọa độ “đa điểm chạm”, kết nối thuận lợi với các tiềm năng phát triển kinh tế, công nghiệp, du lịch…",2025-07-08T10:00:19.872000+00:00,2026-01-09T04:19:56.244000+00:00
1251,"Vì sao thiết kế nhà ở tại Vinhomes Wonder City được coi là ""độc bản""?",vi-sao-thiet-ke-nha-o-tai-vinhomes-wonder-city-duoc-coi-la-doc-ban,137,Vinhomes Wonder City,https://market.vinhomes.vn/blog/vi-sao-thiet-ke-nha-o-tai-vinhomes-wonder-city-duoc-coi-la-doc-ban,"Kiến trúc Vinhomes Wonder City được xem là độc bản bởi gần 100% các căn ở đây đều có mặt tiền từ 8m, 100% các căn đều có thiết kế sân vườn sau nhà (từ 20 - 30 m² sân vườn) - là khu vực tuyệt vời để cư dân sáng tạo không gian xanh, kết nối với thiên nhiên nhiều hơn. Đặc điểm này chỉ có ở Vinhomes Wonder City, các khu đô thị khác của Vinhomes không có.",2025-03-05T08:54:40.216000+00:00,2025-03-05T08:54:40.216000+00:00
1250,Vinhomes Wonder City (Đan Phượng) có bao nhiêu đại công viên?,vinhomes-wonder-city-dan-phuong-co-bao-nhieu-dai-cong-vien,137,Vinhomes Wonder City,https://market.vinhomes.vn/blog/vinhomes-wonder-city-dan-phuong-co-bao-nhieu-dai-cong-vien,"Vinhomes Wonder City (Đan Phượng) có 4 đại công viên, bao gồm: Athletic Park - Công viên tổ hợp thể thao với 33 sân thể thao hiện đại với đủ loại hình từ sân golf, sân pickle ball, bóng rổ, cầu lông, tới cả vườn cờ sang trọng & bể bơi chuẩn Olympic rộng 1.250m², cùng nhiều khu tổ hợp vui chơi, vận động liên hoàn cho con trẻ, khơi nguồn năng lượng sống khỏe cho cả gia đình. Adventure Park - Công viên vui chơi trẻ thanh thiếu niên : Sân chơi sáng tạo với 7 chủ đề hấp dẫn, thế giới phiêu lưu dành riêng cho thế hệ trẻ, rèn luyện kỹ năng và phát triển toàn diện. Từ những thử thách leo núi, bơi lội, đến những góc nghệ thuật sáng tạo tại thung lũng sắc màu Rainbow Valley như tô tượng hay trải nghiệm thám hiểm tại Discovery Zone,… Đây không chỉ là nơi vui chơi, mà còn là bệ phóng cho thế hệ trẻ tự do khám phá, học hỏi và lưu giữ những ký ức tuổi thơ rực rỡ nhất! BBQ Park - Công viên sinh thái: Chuỗi 15 chòi nướng dài gần 300m, với không gian ven hồ Wonder Lake, trà vọng cảnh, đường dạo bộ rộng rãi với Vườn hoa ban độc đáo, tạo nên khung cảnh gần gũi, ấm áp, phù hợp làm nơi kết nối gia đình, bạn bè cùng những bữa tiệc ngoài trời. Wellness Park - Công viên sinh thái sức khỏe : Khu sinh thái thư giãn, tái tạo sức khỏe, cân bằng nhịp sống với những đường dạo ngập sắc hoa ban Tây Bắc tại Blossom Garden, hay tổ hợp vườn thiền, vườn yoga, vườn dưỡng sinh tràn ngập ánh sáng và không khí trong lành,... Kết hợp nhiều khu vui chơi, chòi vọng cảnh ven hồ, khu tổ chức sự kiện ngoài trời,… càng giúp cư dân có đời sống tinh thần phong phú, kết nối và giao hoà với thiên nhiên.",2025-03-05T08:26:42.018000+00:00,2025-03-05T08:26:42.018000+00:00
1249,Phong cách kiến trúc Vinhomes Wonder City là gì?,phong-cach-kien-truc-vinhomes-wonder-city-la-gi,137,Vinhomes Wonder City,https://market.vinhomes.vn/blog/phong-cach-kien-truc-vinhomes-wonder-city-la-gi,"Thành phố Wonder City là nơi hội tụ tinh hoa của ba phong cách kiến trúc biểu tượng, với mặt tiền rộng đến 8m, khẳng định đẳng cấp sống thời thượng: Đông Dương hiện đại, mang hơi thở truyền thống hòa quyện cùng nét cách tân tinh tế. Cổ điển Pháp quý phái, tỏa sáng với sự lộng lẫy trong từng chi tiết chạm trổ. Manhattan thanh lịch, tối ưu không gian, hoàn hảo cho mục tiê kinh doanh và tận hưởng cuộc sống hiện đại. Kiến trúc Vinhomes Wonder City được xem là độc bản bởi gần 100% các căn ở đây đều có mặt tiền 8m, 100% các căn đều có thiết kế sân vườn sau nhà.",2025-03-05T08:04:47.513000+00:00,2025-03-05T08:04:47.513000+00:00
1247,Vinhomes Wonder City (Đan Phượng) có bao nhiêu khu?,vinhomes-wonder-city-dan-phuong-co-bao-nhieu-phan-khu,137,Vinhomes Wonder City,https://market.vinhomes.vn/blog/vinhomes-wonder-city-dan-phuong-co-bao-nhieu-phan-khu,"Vinhomes Wonder City chia thành 2 khu: khu Wonder Avenue - ""Phố"" Hừng Đông và khu Wonder Bay - ""Vịnh"" Bình Minh. Khu Wonder Avenue - ""Phố"" Hừng Đông là biểu tượng sức sống sôi động, hiện đại với nhà phố liền kề, khu cao tầng, TTTM sầm uất, thịnh vượng cùng tiện ích giải trí đỉnh cao, là điểm đến của những trải nghiệm, khám phá, và tận hưởng cuộc sống hiện đại, đầy cảm hứng. Khu Wonder Bay - ""Vịnh"" Bình Minh lại là biểu tượng đẳng cấp với các biệt thự cao cấp, cùng không gian sống sang trọng và thời thượng. Khu Wonder Bay được thiết kế đặc biệt, mang lại không gian sống đẳng cấp, riêng tư, và an toàn tuyệt đối cho nhóm cư dân tinh hoa.",2025-03-05T07:42:17.728000+00:00,2026-01-09T03:53:27.481000+00:00
1248,Vinhomes Wonder City (Đan Phượng) có địa chỉ chính xác ở đâu?,vinhomes-wonder-city-dan-phuong-co-dia-chi-chinh-xac-o-dau,137,Vinhomes Wonder City,https://market.vinhomes.vn/blog/vinhomes-wonder-city-dan-phuong-co-dia-chi-chinh-xac-o-dau,"Vinhomes Wonder City tọa lạc tại huyện Đan Phượng, Hà Nội, trải dọc theo hai trục đường 422 & Liên Hà , thuộc địa phận hai xã Tân Hội & Liên Trung . Dự án nằm tại trung tâm vùng đất “Phượng hoàng đỏ” , khu vực đang phát triển mạnh mẽ và đổi mới từng ngày. Vinhomes Wonder City (Đan Phượng) sở hữu vị trí chiến lược ngay cửa ngõ phía Tây Thủ đô, hưởng lợi trực tiếp từ quy hoạch mở rộng Hà Nội và mạng lưới hạ tầng giao thông hiện đại. 🔹 Chỉ 10 phút di chuyển tới Trung tâm Hội nghị Quốc gia & SVĐ Mỹ Đình. 🔹 Chỉ 15 phút tới Hồ Tây – lá phổi xanh của Thủ đô. 🔹 Chỉ 20 phút kết nối tới sân bay Nội Bài – điểm giao thương trọng yếu. Dự án kết nối ""quận mới"" Đan Phượng với các quận chiến lược lân cận: Quận Bắc Từ Liêm. Quận Tây Hồ, Quận Cầu Giấy..., nằm trong vùng trọng điểm quy hoạch giao thông hoàn hảo gồm Vành đai 3.5, Vành đai 4, tuyến Metro 4..., là bệ phóng hạ tầng giao thông tương lai sẽ đưa Đan Phượng trở thành tâm điểm thịnh vượng, đắt giá bậc nhất phía Tây Hà Nội. Vị trí của Vinhomes Wonder City được bao quanh bởi nhiều tuyến giao thông huyết mạch phía Tây Hà Nội, tạo điều kiện thuận lợi cho kết nối và di chuyển. Nổi bật trong đó có: Quốc lộ 32 : Tuyến đường quan trọng nối trung tâm Hà Nội với các huyện Đan Phượng, Phúc Thọ, Sơn Tây, Ba Vì . Đường Vành đai 4 : Tuyến giao thông chiến lược giúp kết nối nhanh chóng tới nhiều khu vực trong và ngoài thành phố. Đại lộ Tây Thăng Long : Tuyến đường rộng 60m , song song với Quốc lộ 32, chạy thẳng qua Vinhomes Wonder City, mang đến lợi thế lớn về giao thông và phát triển kinh tế khu vực.",2025-03-05T07:40:07.909000+00:00,2026-01-09T04:22:24.578000+00:00
